Time (ms),Name,Value
3,"RPM Desired value: ","3441.0"
3,"At Target: ","false"
4,"P: ","0.1125"
4,"Get Voltage: ","12.35"
4,"Get Current: ","0.0"
4,"D: ","0.0"
4,"RPM","2543.994140625"
30985,"RPM","0.0"
30985,"RPM","0.0"
30985,"RPM","0.0"
30985,"RPM","0.0"
30985,"RPM","0.0"
30985,"Get Voltage: ","12.35"
30985,"Get Voltage: ","12.35"
30985,"Get Voltage: ","12.35"
30985,"Get Voltage: ","12.35"
30985,"Get Voltage: ","12.35"
30985,"Get Current: ","1.5"
30985,"Get Current: ","1.5"
30985,"Get Current: ","1.5"
30985,"Get Current: ","1.5"
30985,"Get Current: ","1.5"
31085,"Get Voltage: ","12.55"
31085,"Get Voltage: ","12.55"
31085,"Get Voltage: ","12.55"
31085,"Get Voltage: ","12.55"
31085,"Get Voltage: ","12.55"
31085,"Get Current: ","0.0"
31085,"Get Current: ","0.0"
31085,"Get Current: ","0.0"
31085,"Get Current: ","0.0"
31085,"Get Current: ","0.0"
31185,"Get Voltage: ","12.5"
31185,"Get Voltage: ","12.5"
31185,"Get Voltage: ","12.5"
31185,"Get Voltage: ","12.5"
31185,"Get Voltage: ","12.5"
31284,"Get Voltage: ","12.55"
31284,"Get Voltage: ","12.55"
31284,"Get Voltage: ","12.55"
31284,"Get Voltage: ","12.55"
31284,"Get Voltage: ","12.55"
31385,"Get Voltage: ","12.55"
31385,"Get Voltage: ","12.55"
31385,"Get Voltage: ","12.55"
31385,"Get Voltage: ","12.55"
31385,"Get Voltage: ","12.55"
31585,"Get Voltage: ","12.55"
31585,"Get Voltage: ","12.55"
31585,"Get Voltage: ","12.55"
31585,"Get Voltage: ","12.55"
31585,"Get Voltage: ","12.55"
31685,"Get Voltage: ","12.5"
31685,"Get Voltage: ","12.5"
31685,"Get Voltage: ","12.5"
31685,"Get Voltage: ","12.5"
31685,"Get Voltage: ","12.5"
31886,"Get Voltage: ","12.5"
31886,"Get Voltage: ","12.5"
31886,"Get Voltage: ","12.5"
31886,"Get Voltage: ","12.5"
31886,"Get Voltage: ","12.5"
32085,"Get Voltage: ","12.55"
32085,"Get Voltage: ","12.55"
32085,"Get Voltage: ","12.55"
32085,"Get Voltage: ","12.55"
32085,"Get Voltage: ","12.55"
32289,"Get Voltage: ","12.55"
32290,"Get Voltage: ","12.55"
32290,"Get Voltage: ","12.55"
32290,"Get Voltage: ","12.55"
32290,"Get Voltage: ","12.55"
32391,"Get Voltage: ","12.55"
32391,"Get Voltage: ","12.55"
32391,"Get Voltage: ","12.55"
32392,"Get Voltage: ","12.55"
32392,"Get Voltage: ","12.55"
32591,"Get Voltage: ","12.5"
32591,"Get Voltage: ","12.5"
32591,"Get Voltage: ","12.5"
32591,"Get Voltage: ","12.5"
32591,"Get Voltage: ","12.5"
32786,"Get Voltage: ","12.450000000000001"
32786,"Get Voltage: ","12.450000000000001"
32786,"Get Voltage: ","12.450000000000001"
32786,"Get Voltage: ","12.450000000000001"
32786,"Get Voltage: ","12.450000000000001"
32985,"Get Voltage: ","12.450000000000001"
32985,"Get Voltage: ","12.450000000000001"
32985,"Get Voltage: ","12.450000000000001"
32985,"Get Voltage: ","12.450000000000001"
32985,"Get Voltage: ","12.450000000000001"
33086,"Get Voltage: ","12.55"
33086,"Get Voltage: ","12.55"
33086,"Get Voltage: ","12.55"
33086,"Get Voltage: ","12.55"
