Time (ms),Name,Value
7,"At Target: ","false"
8,"P: ","0.1"
8,"Get Voltage: ","12.6"
8,"Get Current: ","0.0"
8,"D: ","0.0"
8,"RPM","290.771484375"
8,"RPM Desired value: ","3425.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"RPM","0.0"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
7531,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8038,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8131,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8232,"Get Voltage: ","12.700000000000001"
8331,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8332,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8432,"Get Voltage: ","12.65"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
8532,"Get Voltage: ","12.700000000000001"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9132,"Get Voltage: ","12.65"
9233,"Get Voltage: ","12.65"
9233,"Get Voltage: ","12.65"
