Time (ms),Name,Value
8,"RPM Desired value: ","3438.0"
8,"At Target: ","false"
8,"P: ","0.1125"
8,"Get Voltage: ","12.450000000000001"
8,"Get Current: ","0.0"
8,"D: ","0.0"
8,"RPM","0.0"
9727,"Get Voltage: ","12.65"
9727,"Get Voltage: ","12.65"
9727,"Get Current: ","1.375"
9727,"Get Current: ","1.375"
9825,"Get Voltage: ","12.450000000000001"
9825,"Get Voltage: ","12.450000000000001"
9825,"Get Current: ","0.875"
9825,"Get Current: ","0.875"
9925,"Get Current: ","0.0"
9925,"Get Current: ","0.0"
9925,"Get Voltage: ","12.5"
9925,"Get Voltage: ","12.5"
10025,"Get Voltage: ","12.450000000000001"
10025,"Get Voltage: ","12.450000000000001"
10127,"Get Voltage: ","12.5"
10127,"Get Voltage: ","12.5"
10231,"Get Voltage: ","12.5"
10231,"Get Voltage: ","12.5"
10332,"Get Voltage: ","12.55"
10332,"Get Voltage: ","12.55"
10426,"Get Voltage: ","12.55"
10426,"Get Voltage: ","12.55"
10526,"Get Voltage: ","12.55"
10526,"Get Voltage: ","12.55"
10626,"Get Voltage: ","12.55"
10626,"Get Voltage: ","12.55"
10725,"Get Voltage: ","12.5"
10726,"Get Voltage: ","12.5"
10825,"Get Voltage: ","12.450000000000001"
10825,"Get Voltage: ","12.450000000000001"
10926,"Get Voltage: ","12.450000000000001"
10926,"Get Voltage: ","12.450000000000001"
11026,"Get Voltage: ","12.450000000000001"
11026,"Get Voltage: ","12.450000000000001"
11127,"Get Voltage: ","12.55"
11127,"Get Voltage: ","12.55"
11226,"Get Voltage: ","12.5"
11226,"Get Voltage: ","12.5"
11326,"Get Voltage: ","12.5"
11326,"Get Voltage: ","12.5"
11527,"Get Voltage: ","12.5"
11527,"Get Voltage: ","12.5"
11627,"Get Voltage: ","12.450000000000001"
11627,"Get Voltage: ","12.450000000000001"
11827,"Get Voltage: ","12.450000000000001"
11827,"Get Voltage: ","12.450000000000001"
11927,"Get Voltage: ","12.5"
11927,"Get Voltage: ","12.5"
12027,"Get Voltage: ","12.450000000000001"
12027,"Get Voltage: ","12.450000000000001"
12127,"Get Voltage: ","12.5"
12127,"Get Voltage: ","12.5"
12227,"Get Voltage: ","12.450000000000001"
12227,"Get Voltage: ","12.450000000000001"
