Time (ms),Name,Value
4,"At Target: ","false"
4,"P: ","0.1"
4,"Get Voltage: ","12.4"
5,"Get Current: ","0.0"
5,"D: ","0.0"
5,"RPM","836.865234375"
5,"RPM Desired value: ","3500.0"
97317,"RPM","0.0"
97317,"RPM","0.0"
97317,"Get Voltage: ","12.4"
97317,"Get Voltage: ","12.4"
97317,"RPM Desired value: ","3400.0"
97317,"RPM Desired value: ","3400.0"
97416,"Get Voltage: ","12.4"
97423,"Get Voltage: ","12.4"
97516,"Get Voltage: ","12.450000000000001"
97516,"Get Voltage: ","12.450000000000001"
97616,"Get Voltage: ","12.4"
97616,"Get Voltage: ","12.4"
97716,"Get Voltage: ","12.450000000000001"
97716,"Get Voltage: ","12.450000000000001"
98018,"Get Voltage: ","12.450000000000001"
98018,"Get Voltage: ","12.450000000000001"
98117,"Get Voltage: ","12.450000000000001"
98117,"Get Voltage: ","12.450000000000001"
98318,"Get Voltage: ","12.4"
98319,"Get Voltage: ","12.4"
98421,"Get Voltage: ","12.450000000000001"
98421,"Get Voltage: ","12.450000000000001"
98625,"Get Voltage: ","12.450000000000001"
98625,"Get Voltage: ","12.450000000000001"
99118,"Get Voltage: ","12.450000000000001"
99118,"Get Voltage: ","12.450000000000001"
99218,"Get Voltage: ","12.450000000000001"
99219,"Get Voltage: ","12.450000000000001"
99321,"Get Voltage: ","12.450000000000001"
99321,"Get Voltage: ","12.450000000000001"
99419,"Get Voltage: ","12.450000000000001"
99419,"Get Voltage: ","12.450000000000001"
99519,"Get Voltage: ","12.450000000000001"
99519,"Get Voltage: ","12.450000000000001"
99618,"Get Voltage: ","12.4"
99619,"Get Voltage: ","12.4"
99720,"Get Voltage: ","12.450000000000001"
99720,"Get Voltage: ","12.450000000000001"
100019,"Get Voltage: ","12.05"
100019,"Get Voltage: ","12.05"
100019,"Get Current: ","1.5"
100019,"Get Current: ","1.5"
100119,"Get Voltage: ","12.25"
100119,"Get Voltage: ","12.25"
100119,"Get Current: ","0.0"
100119,"Get Current: ","0.0"
100219,"Get Voltage: ","12.200000000000001"
100219,"Get Voltage: ","12.200000000000001"
100320,"Get Voltage: ","12.200000000000001"
100320,"Get Voltage: ","12.200000000000001"
100419,"Get Voltage: ","12.15"
100419,"Get Voltage: ","12.15"
100520,"Get Voltage: ","12.15"
100520,"Get Voltage: ","12.15"
100620,"Get Voltage: ","12.15"
100620,"Get Voltage: ","12.15"
100720,"Get Voltage: ","12.25"
100720,"Get Voltage: ","12.25"
100820,"Get Voltage: ","12.25"
100820,"Get Voltage: ","12.25"
100921,"Get Voltage: ","12.3"
100921,"Get Voltage: ","12.3"
101020,"Get Voltage: ","12.25"
101020,"Get Voltage: ","12.25"
