Time (ms),Name,Value
3,"At Target: ","false"
3,"P: ","0.1"
3,"Get Voltage: ","12.700000000000001"
3,"Get Current: ","0.0"
3,"D: ","0.0"
3,"RPM","0.0"
3,"RPM Desired value: ","3500.0"
2259,"Get Voltage: ","12.75"
2259,"Get Voltage: ","12.75"
2361,"Get Voltage: ","12.700000000000001"
2361,"Get Voltage: ","12.700000000000001"
2458,"Get Voltage: ","12.700000000000001"
2459,"Get Voltage: ","12.700000000000001"
2659,"Get Voltage: ","12.700000000000001"
2659,"Get Voltage: ","12.700000000000001"
2759,"Get Voltage: ","12.65"
2759,"Get Voltage: ","12.65"
2859,"Get Voltage: ","12.700000000000001"
2859,"Get Voltage: ","12.700000000000001"
3260,"Get Voltage: ","11.850000000000001"
3260,"Get Voltage: ","11.850000000000001"
3359,"Get Voltage: ","12.5"
3359,"Get Voltage: ","12.5"
3359,"Get Current: ","1.625"
3359,"Get Current: ","1.625"
3461,"Get Voltage: ","12.55"
3461,"Get Voltage: ","12.55"
3461,"Get Current: ","0.0"
3461,"Get Current: ","0.0"
3560,"Get Voltage: ","12.5"
3560,"Get Voltage: ","12.5"
3661,"Get Voltage: ","12.55"
3661,"Get Voltage: ","12.55"
3764,"Get Voltage: ","12.5"
3764,"Get Voltage: ","12.5"
3861,"Get Voltage: ","12.5"
3861,"Get Voltage: ","12.5"
3960,"Get Voltage: ","12.55"
3960,"Get Voltage: ","12.55"
4061,"Get Voltage: ","12.5"
4061,"Get Voltage: ","12.5"
4161,"Get Voltage: ","12.5"
4161,"Get Voltage: ","12.5"
4261,"Get Voltage: ","12.55"
4261,"Get Voltage: ","12.55"
4362,"Get Voltage: ","10.65"
4362,"Get Voltage: ","10.65"
4362,"Get Current: ","4.25"
4362,"Get Current: ","4.25"
4362,"RPM","2.34375"
4362,"RPM","2.34375"
4468,"RPM","556.201171875"
4468,"RPM","556.201171875"
4468,"Get Current: ","61.0"
4468,"Get Current: ","61.0"
4468,"Get Voltage: ","10.95"
4469,"Get Voltage: ","10.95"
4562,"RPM","1714.306640625"
4562,"RPM","1714.306640625"
4562,"Get Voltage: ","11.05"
4562,"Get Voltage: ","11.05"
4662,"RPM","2442.7734375"
4662,"RPM","2442.7734375"
4662,"Get Voltage: ","11.3"
4662,"Get Voltage: ","11.3"
4662,"Get Current: ","59.5"
4662,"Get Current: ","59.5"
4762,"RPM","3143.26171875"
4762,"RPM","3143.26171875"
4762,"Get Voltage: ","11.75"
4762,"Get Voltage: ","11.75"
4762,"Get Current: ","54.375"
4762,"Get Current: ","54.375"
4865,"RPM","3602.1972656249995"
4865,"RPM","3602.1972656249995"
4865,"Get Voltage: ","12.25"
4865,"Get Voltage: ","12.25"
4865,"Get Current: ","7.75"
4865,"Get Current: ","7.75"
4962,"RPM","3606.7382812499995"
4962,"RPM","3606.7382812499995"
4962,"Get Voltage: ","12.35"
4962,"Get Voltage: ","12.35"
4962,"Get Current: ","0.0"
4962,"Get Current: ","0.0"
5062,"RPM","3480.908203125"
5062,"RPM","3480.908203125"
5062,"Get Voltage: ","12.200000000000001"
5062,"Get Voltage: ","12.200000000000001"
5062,"Get Current: ","1.125"
5062,"Get Current: ","1.125"
5162,"RPM","3413.37890625"
5162,"RPM","3413.37890625"
5162,"Get Voltage: ","12.200000000000001"
5162,"Get Voltage: ","12.200000000000001"
5162,"Get Current: ","7.125"
5162,"Get Current: ","7.125"
