Time (ms),Name,Value
7,"At Target: ","false"
7,"P: ","0.1"
7,"Get Voltage: ","12.450000000000001"
7,"Get Current: ","0.0"
7,"D: ","0.0"
7,"RPM","0.0"
15060,"Get Voltage: ","12.5"
15351,"Get Voltage: ","12.5"
15451,"Get Voltage: ","12.5"
15553,"Get Voltage: ","12.450000000000001"
15951,"Get Voltage: ","12.450000000000001"
16052,"Get Voltage: ","12.5"
16452,"Get Voltage: ","12.5"
16552,"Get Voltage: ","12.450000000000001"
16751,"Get Voltage: ","12.450000000000001"
16852,"Get Voltage: ","12.5"
16952,"Get Voltage: ","12.450000000000001"
17053,"Get Voltage: ","12.5"
17552,"Get Voltage: ","12.450000000000001"
17653,"Get Voltage: ","12.450000000000001"
17853,"Get Voltage: ","12.450000000000001"
17954,"Get Voltage: ","12.05"
17954,"Get Current: ","1.375"
18053,"Get Voltage: ","12.25"
18053,"Get Current: ","0.0"
18154,"Get Voltage: ","12.25"
18254,"Get Voltage: ","12.25"
18354,"Get Voltage: ","12.200000000000001"
18454,"Get Voltage: ","12.25"
18553,"Get Voltage: ","12.25"
18655,"Get Voltage: ","9.350000000000001"
18655,"RPM","106.0546875"
18655,"Get Current: ","58.125"
18754,"RPM","834.66796875"
18754,"Get Voltage: ","9.75"
18754,"Get Current: ","61.0"
18855,"RPM","1859.4726562499998"
18855,"Get Voltage: ","10.3"
18855,"Get Current: ","60.875"
18955,"RPM","2624.267578125"
18955,"Get Voltage: ","10.5"
18955,"Get Current: ","52.375"
19055,"RPM","3213.57421875"
19055,"Get Voltage: ","10.9"
19055,"Get Current: ","45.875"
19154,"RPM","3576.5624999999995"
19155,"Get Voltage: ","11.15"
19155,"Get Current: ","34.875"
19261,"RPM","3870.9960937499995"
19261,"Get Voltage: ","11.850000000000001"
19262,"Get Current: ","20.625"
19362,"RPM","4036.2304687499995"
19362,"Get Voltage: ","12.05"
19362,"Get Current: ","2.625"
19464,"RPM","3971.9238281249995"
19464,"Get Voltage: ","12.0"
19464,"Get Current: ","2.5"
19566,"RPM","3918.0175781249995"
19566,"Get Voltage: ","11.9"
19566,"Get Current: ","6.25"
19656,"RPM","3907.7636718749995"
19656,"Get Voltage: ","11.850000000000001"
19656,"Get Current: ","7.875"
19755,"RPM","3933.9843749999995"
19755,"Get Voltage: ","11.9"
19755,"Get Current: ","7.125"
19856,"RPM","3948.3398437499995"
19856,"Get Voltage: ","11.9"
19856,"Get Current: ","5.75"
19956,"RPM","3944.5312499999995"
19956,"Get Current: ","5.625"
20056,"RPM","3938.6718749999995"
20056,"Get Voltage: ","11.95"
20056,"Get Current: ","6.25"
20156,"RPM","3937.2070312499995"
20156,"Get Voltage: ","11.9"
20156,"Get Current: ","5.875"
20256,"RPM","3939.4042968749995"
20256,"Get Current: ","6.125"
20256,"Get Voltage: ","12.0"
20356,"RPM","3942.4804687499995"
20356,"Get Voltage: ","11.9"
20356,"Get Current: ","5.875"
20457,"RPM","3942.3339843749995"
20457,"Get Voltage: ","11.9"
20457,"Get Current: ","6.125"
20557,"RPM","3940.5761718749995"
20557,"Get Voltage: ","11.95"
20557,"Get Current: ","6.0"
20656,"RPM","3941.6015624999995"
20656,"Get Voltage: ","11.850000000000001"
20756,"RPM","3943.9453124999995"
20756,"Get Voltage: ","11.95"
20756,"Get Current: ","5.875"
20857,"RPM","3944.0917968749995"
20857,"Get Voltage: ","11.95"
20857,"Get Current: ","6.0"
20956,"RPM","3944.2382812499995"
20956,"Get Current: ","6.0"
21056,"RPM","3944.2382812499995"
21056,"Get Voltage: ","11.95"
21056,"Get Current: ","6.125"
21156,"Get Voltage: ","11.95"
21156,"Get Current: ","6.125"
21156,"RPM","3944.5312499999995"
21257,"RPM","3944.0917968749995"
21257,"Get Voltage: ","11.95"
21257,"Get Current: ","6.0"
21357,"RPM","3943.9453124999995"
21357,"Get Current: ","5.75"
21457,"Get Voltage: ","11.95"
21457,"RPM","3943.5058593749995"
21457,"Get Current: ","6.125"
21558,"RPM","3944.9707031249995"
21559,"Get Voltage: ","11.9"
21559,"Get Current: ","5.75"
21658,"Get Voltage: ","11.95"
21658,"RPM","3946.8749999999995"
21658,"Get Current: ","5.875"
21757,"RPM","3947.1679687499995"
21757,"Get Voltage: ","11.9"
21757,"Get Current: ","5.5"
21857,"RPM","3945.7031249999995"
21858,"Get Current: ","5.875"
21858,"Get Voltage: ","11.95"
21958,"RPM","3945.2636718749995"
21958,"Get Voltage: ","11.95"
21958,"Get Current: ","5.875"
22057,"RPM","3945.5566406249995"
22058,"Get Voltage: ","11.95"
22157,"RPM","3945.9960937499995"
22258,"RPM","3946.4355468749995"
22258,"Get Voltage: ","11.95"
22358,"RPM","3946.5820312499995"
22358,"Get Voltage: ","11.95"
22358,"Get Current: ","5.75"
22458,"RPM","3858.2519531249995"
22458,"Get Voltage: ","11.850000000000001"
22458,"Get Current: ","7.125"
22559,"RPM","3700.3417968749995"
22559,"Get Voltage: ","11.5"
22559,"Get Current: ","17.75"
22658,"RPM","3728.4667968749995"
22658,"Get Voltage: ","11.45"
22658,"Get Current: ","21.375"
22759,"RPM","3758.2031249999995"
22759,"Get Voltage: ","11.350000000000001"
22759,"Get Current: ","20.875"
22858,"RPM","3698.2910156249995"
22858,"Get Voltage: ","11.350000000000001"
22858,"Get Current: ","18.625"
22958,"RPM","3629.8828124999995"
22958,"Get Voltage: ","11.100000000000001"
22958,"Get Current: ","21.625"
23058,"RPM","3581.8359374999995"
23058,"Get Voltage: ","11.05"
23058,"Get Current: ","30.875"
23159,"RPM","3583.4472656249995"
23159,"Get Voltage: ","11.0"
23159,"Get Current: ","32.0"
23259,"RPM","3572.3144531249995"
23259,"Get Voltage: ","11.100000000000001"
23259,"Get Current: ","32.5"
23358,"RPM","3564.1113281249995"
23358,"Get Voltage: ","11.0"
23358,"Get Current: ","34.125"
23459,"RPM","3624.9023437499995"
23459,"Get Voltage: ","11.25"
23460,"Get Current: ","32.125"
23562,"RPM","3781.9335937499995"
23562,"Get Voltage: ","11.5"
23563,"Get Current: ","20.125"
23660,"RPM","3835.5468749999995"
23660,"Get Voltage: ","11.7"
23660,"Get Current: ","15.5"
23764,"RPM","3953.3203124999995"
23764,"Get Current: ","9.0"
23764,"Get Voltage: ","11.850000000000001"
23869,"RPM","3999.3164062499995"
23869,"Get Voltage: ","12.0"
23869,"Get Current: ","4.625"
23970,"RPM","3966.5039062499995"
23970,"Get Voltage: ","11.95"
23970,"Get Current: ","3.875"
24070,"RPM","3936.4746093749995"
24070,"Get Voltage: ","11.95"
24071,"Get Current: ","6.0"
24160,"RPM","3942.4804687499995"
