Time (ms),Name,Value
4,"At Target: ","false"
4,"P: ","0.1"
4,"Get Voltage: ","12.700000000000001"
4,"Get Current: ","0.0"
4,"D: ","0.0"
4,"RPM","0.0"
4,"RPM Desired value: ","3450.0"
2560,"Get Voltage: ","12.65"
2560,"Get Voltage: ","12.65"
2560,"Get Voltage: ","12.65"
2661,"Get Voltage: ","12.65"
2661,"Get Voltage: ","12.65"
2661,"Get Voltage: ","12.65"
2761,"Get Voltage: ","12.700000000000001"
2763,"Get Voltage: ","12.700000000000001"
2763,"Get Voltage: ","12.700000000000001"
2861,"Get Voltage: ","12.65"
2861,"Get Voltage: ","12.65"
2861,"Get Voltage: ","12.65"
2961,"Get Voltage: ","12.700000000000001"
2961,"Get Voltage: ","12.700000000000001"
2962,"Get Voltage: ","12.700000000000001"
3061,"Get Voltage: ","12.700000000000001"
3061,"Get Voltage: ","12.700000000000001"
3061,"Get Voltage: ","12.700000000000001"
3662,"Get Voltage: ","12.65"
3662,"Get Voltage: ","12.65"
3662,"Get Voltage: ","12.65"
3762,"Get Voltage: ","12.700000000000001"
3762,"Get Voltage: ","12.700000000000001"
3762,"Get Voltage: ","12.700000000000001"
3862,"Get Voltage: ","12.700000000000001"
3862,"Get Voltage: ","12.700000000000001"
3862,"Get Voltage: ","12.700000000000001"
3962,"Get Voltage: ","12.700000000000001"
3962,"Get Voltage: ","12.700000000000001"
3962,"Get Voltage: ","12.700000000000001"
4463,"Get Voltage: ","12.700000000000001"
4463,"Get Voltage: ","12.700000000000001"
4463,"Get Voltage: ","12.700000000000001"
4763,"Get Voltage: ","12.700000000000001"
4763,"Get Voltage: ","12.700000000000001"
4763,"Get Voltage: ","12.700000000000001"
4863,"Get Voltage: ","12.200000000000001"
4863,"Get Voltage: ","12.200000000000001"
4863,"Get Voltage: ","12.200000000000001"
4963,"Get Voltage: ","12.55"
4963,"Get Voltage: ","12.55"
4963,"Get Voltage: ","12.55"
4963,"Get Current: ","0.75"
4963,"Get Current: ","0.75"
4963,"Get Current: ","0.75"
5063,"Get Current: ","0.0"
5063,"Get Current: ","0.0"
5063,"Get Current: ","0.0"
5063,"Get Voltage: ","12.6"
5063,"Get Voltage: ","12.6"
5063,"Get Voltage: ","12.6"
5166,"Get Voltage: ","12.6"
5166,"Get Voltage: ","12.6"
5166,"Get Voltage: ","12.6"
5363,"Get Voltage: ","12.55"
5363,"Get Voltage: ","12.55"
5363,"Get Voltage: ","12.55"
5463,"Get Voltage: ","10.7"
5464,"Get Voltage: ","10.7"
5464,"Get Voltage: ","10.7"
5464,"Get Current: ","60.875"
5464,"Get Current: ","60.875"
5464,"Get Current: ","60.875"
5464,"RPM","156.4453125"
5464,"RPM","156.4453125"
